yourlist:M201705058A530B6CA0138AFAA6D2B97CE8C2A924D0C2A2K	Entry	Entry name	Protein names	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Organism
Q07794	Q07794	RT109_YEAST	Histone acetyltransferase RTT109 (EC 2.3.1.48) (Regulator of Ty1 transposition protein 109)	RTT109 KIM2 REM50 YLL002W L1377	RTT109	KIM2 REM50	YLL002W	L1377	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q07800	Q07800	PSR1_YEAST	Phosphatase PSR1 (EC 3.1.3.-) (Plasma membrane sodium response protein 1)	PSR1 YLL010C L1341	PSR1		YLL010C	L1341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q07812	Q07812	BAX_HUMAN	Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4)	BAX BCL2L4	BAX	BCL2L4			Homo sapiens (Human)
Q07824	Q07824	TPO1_YEAST	Polyamine transporter 1	TPO1 YLL028W L0939	TPO1		YLL028W	L0939	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q07869	Q07869	PPARA_HUMAN	Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1)	PPARA NR1C1 PPAR	PPARA	NR1C1 PPAR			Homo sapiens (Human)
Q07889	Q07889	SOS1_HUMAN	Son of sevenless homolog 1 (SOS-1)	SOS1	SOS1				Homo sapiens (Human)
Q07955	Q07955	SRSF1_HUMAN	Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3	SRSF1	ASF SF2 SF2P33 SFRS1		OK/SW-cl.3	Homo sapiens (Human)
Q07980	Q07980	MLH2_YEAST	DNA mismatch repair protein MLH2 (MutL protein homolog 2)	MLH2 YLR035C	MLH2		YLR035C		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q08050	Q08050	FOXM1_HUMAN	Forkhead box protein M1 (Forkhead-related protein FKHL16) (Hepatocyte nuclear factor 3 forkhead homolog 11) (HFH-11) (HNF-3/fork-head homolog 11) (M-phase phosphoprotein 2) (MPM-2 reactive phosphoprotein 2) (Transcription factor Trident) (Winged-helix factor from INS-1 cells)	FOXM1 FKHL16 HFH11 MPP2 WIN	FOXM1	FKHL16 HFH11 MPP2 WIN			Homo sapiens (Human)
Q08211	Q08211	DHX9_HUMAN	ATP-dependent RNA helicase A (RHA) (EC 3.6.4.13) (DEAH box protein 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II)	DHX9 DDX9 LKP NDH2	DHX9	DDX9 LKP NDH2			Homo sapiens (Human)
Q08231	Q08231	THP1_YEAST	Nuclear mRNA export protein THP1 (Bud site selection protein 29)	THP1 BUD29 YOL072W O1140	THP1	BUD29	YOL072W	O1140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q08235	Q08235	BRX1_YEAST	Ribosome biogenesis protein BRX1	BRX1 YOL077C	BRX1		YOL077C		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q08345	Q08345	DDR1_HUMAN	Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a)	DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE	DDR1	CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE			Homo sapiens (Human)
Q08379	Q08379	GOGA2_HUMAN	Golgin subfamily A member 2 (130 kDa cis-Golgi matrix protein) (GM130) (GM130 autoantigen) (Golgin-95)	GOLGA2	GOLGA2				Homo sapiens (Human)
Q08431	Q08431	MFGM_HUMAN	Lactadherin (Breast epithelial antigen BA46) (HMFG) (MFGM) (Milk fat globule-EGF factor 8) (MFG-E8) (SED1) [Cleaved into: Lactadherin short form; Medin]	MFGE8	MFGE8				Homo sapiens (Human)
Q08467	Q08467	CSK21_ARATH	Casein kinase II subunit alpha-1 (CK II) (EC 2.7.11.1) (Casein kinase alpha 1) (AtCKA1)	CKA1 At5g67380 K8K14.10	CKA1		At5g67380	K8K14.10	Arabidopsis thaliana (Mouse-ear cress)
Q08481	Q08481	PECA1_MOUSE	Platelet endothelial cell adhesion molecule (PECAM-1) (CD antigen CD31)	Pecam1 Pecam Pecam-1	Pecam1	Pecam Pecam-1			Mus musculus (Mouse)
Q08495	Q08495	DEMA_HUMAN	Dematin (Dematin actin-binding protein) (Erythrocyte membrane protein band 4.9)	DMTN DMT EPB49	DMTN	DMT EPB49			Homo sapiens (Human)
Q08600	Q08600	YNAX_ENTAE	Uncharacterized protein in nac 5'region (ORF X) (Fragment)						Enterobacter aerogenes (Aerobacter aerogenes)
Q08601	Q08601	MCA1_YEAST	Metacaspase-1 (EC 3.4.22.-)	MCA1 YCA1 YOR197W	MCA1	YCA1	YOR197W		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q08605	Q08605	GAGA_DROME	Transcription factor GAGA (Adh transcription factor 2) (GAGA factor) (GAF) (Neural conserved at 70F) (Trithorax-like protein)	Trl Adf-2 GAGA Nc70F TFGAGA CG33261	Trl	Adf-2 GAGA Nc70F TFGAGA		CG33261	Drosophila melanogaster (Fruit fly)
Q08686	Q08686	THTR_YEAST	Thiosulfate sulfurtransferase TUM1 (EC 2.8.1.1) (Thiouridine modification protein 1)	TUM1 YOR251C	TUM1		YOR251C		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q08722	Q08722	CD47_HUMAN	Leukocyte surface antigen CD47 (Antigenic surface determinant protein OA3) (Integrin-associated protein) (IAP) (Protein MER6) (CD antigen CD47)	CD47 MER6	CD47	MER6			Homo sapiens (Human)
Q08752	Q08752	PPID_HUMAN	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Cyclophilin-related protein) (Rotamase D)	PPID CYP40 CYPD	PPID	CYP40 CYPD			Homo sapiens (Human)
Q08755	Q08755	INSI1_RAT	Insulin-induced gene 1 protein (INSIG-1) (Immediate-early protein CL-6) (Insulin-induced growth response protein CL-6)	Insig1 Cl-6	Insig1	Cl-6			Rattus norvegicus (Rat)
Q08886	Q08886	GPB1_YEAST	Guanine nucleotide-binding protein subunit beta 1 (Gbeta mimic kelch protein 1)	GPB1 KRH2 YOR371C	GPB1	KRH2	YOR371C		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q08921	Q08921	TCO89_YEAST	Target of rapamycin complex 1 subunit TCO89 (TORC1 subunit TCO89) (89 kDa TOR complex 1 protein)	TCO89 YPL180W	TCO89		YPL180W		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q08945	Q08945	SSRP1_HUMAN	FACT complex subunit SSRP1 (Chromatin-specific transcription elongation factor 80 kDa subunit) (Facilitates chromatin transcription complex 80 kDa subunit) (FACT 80 kDa subunit) (FACTp80) (Facilitates chromatin transcription complex subunit SSRP1) (Recombination signal sequence recognition protein 1) (Structure-specific recognition protein 1) (hSSRP1) (T160)	SSRP1 FACT80	SSRP1	FACT80			Homo sapiens (Human)
Q08999	Q08999	RBL2_HUMAN	Retinoblastoma-like protein 2 (130 kDa retinoblastoma-associated protein) (p130) (Retinoblastoma-related protein 2) (RBR-2) (pRb2)	RBL2 RB2	RBL2	RB2			Homo sapiens (Human)
Q09147	Q09147	FGFR2_DROME	Fibroblast growth factor receptor homolog 2 (EC 2.7.10.1) (Protein breathless) (Tyrosine kinase 2) (dTk2) (Tyrosine kinase receptor HD-311) (dFGF-R1)	btl FR2 HD-311 Tk2 CG32134	btl	FR2 HD-311 Tk2		CG32134	Drosophila melanogaster (Fruit fly)
Q09152	Q09152	FPPS1_ARATH	Farnesyl pyrophosphate synthase 1, mitochondrial (FPP synthase 1) (FPS 1) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase 1) (Dimethylallyltranstransferase 1) (EC 2.5.1.1) (Farnesyl diphosphate synthase 1) (Geranyltranstransferase 1)	FPS1 At5g47770 MCA23.9	FPS1		At5g47770	MCA23.9	Arabidopsis thaliana (Mouse-ear cress)
Q09630	Q09630	GRM1_CAEEL	Probable metabotropic glutamate receptor mgl-1	mgl-1 ZC506.4	mgl-1			ZC506.4	Caenorhabditis elegans
Q09815	Q09815	PPK5_SCHPO	Serine/threonine-protein kinase ppk5 (EC 2.7.11.1) (Meiotically up-regulated gene 189 protein)	ppk5 mug189 SPAC16C9.07 SPAC2G11.01	ppk5	mug189		SPAC16C9.07 SPAC2G11.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
Q09912	Q09912	PSI1_SCHPO	Protein psi1 (Protein psi)	psi1 psi SPCC830.07c	psi1	psi		SPCC830.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
Q0H8Z1	Q0H8Z1	IEND3_USTMA	Probable intron-encoded DNA endonuclease 3 (EC 3.1.-.-)	hegI3 rnl	hegI3	rnl			Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)
Q0IES8	Q0IES8	MAB21_AEDAE	Protein mab-21	mab-21 AAEL008118	mab-21			AAEL008118	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)
Q0IH24	Q0IH24	SPEF1_XENLA	Sperm flagellar protein 1	spef1 clamp	spef1	clamp			Xenopus laevis (African clawed frog)
Q0IQJ7	Q0IQJ7	MAN8_ORYSJ	Mannan endo-1,4-beta-mannosidase 8 (EC 3.2.1.78) (Beta-mannanase 8) (Endo-beta-1,4-mannanase 8) (OsMAN8)	MAN8 Os12g0117300 LOC_Os12g02520	MAN8		Os12g0117300 LOC_Os12g02520		Oryza sativa subsp. japonica (Rice)
Q0KHY3	Q0KHY3	MESH_DROME	Protein mesh	mesh CG31004	mesh			CG31004	Drosophila melanogaster (Fruit fly)
Q0KIY6	Q0KIY6	MYG2_STEAT	Myoglobin-2	MB2	MB2				Stenella attenuata (Pantropical spotted dolphin) (Steno attenuatus)
Q0QLF7	Q0QLF7	HNR_EUBBA	6-hydroxynicotinate reductase (EC 1.3.7.1)	Hnr	Hnr				Eubacterium barkeri (Clostridium barkeri)
Q0RC35	Q0RC35	PANC3_FRAAA	Pantothenate synthetase 3 (PS 3) (EC 6.3.2.1) (Pantoate--beta-alanine ligase 3) (Pantoate-activating enzyme 3)	panC3 FRAAL6371	panC3		FRAAL6371		Frankia alni (strain ACN14a)
Q0SM32	Q0SM32	KCY2_BORAP	Cytidylate kinase 2 (CK 2) (EC 2.7.4.25) (Cytidine monophosphate kinase 2) (CMP kinase 2)	cmk2 BAPKO_0872 BafPKo_0847	cmk2		BAPKO_0872 BafPKo_0847		Borrelia afzelii (strain PKo)
Q0V7X4	Q0V7X4	FIT_ARATH	Transcription factor FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR (Basic helix-loop-helix protein 29) (AtbHLH29) (bHLH 29) (FER-LIKE REGULATOR OF IRON UPTAKE) (Transcription factor EN 43) (Transcription factor Fe-DEFICIENCY INDUCED TRANSCRIPTION FACTOR 1) (bHLH transcription factor bHLH029)	FIT BHLH29 EN43 FIT1 FRU At2g28160 F24D13.5	FIT	BHLH29 EN43 FIT1 FRU	At2g28160	F24D13.5	Arabidopsis thaliana (Mouse-ear cress)
Q0WL80	Q0WL80	UGGG_ARATH	UDP-glucose:glycoprotein glucosyltransferase (EC 2.4.1.-) (EMS-mutagenized BRI1 suppressor 1) (Protein PRIORITY IN SWEET LIFE 2)	UGGT EBS1 PSL2 At1g71220 F23N20 F3I17.13	UGGT	EBS1 PSL2	At1g71220	F23N20 F3I17.13	Arabidopsis thaliana (Mouse-ear cress)
Q0WML0	Q0WML0	AB27B_ARATH	ABC transporter B family member 27 (ABC transporter ABCB.27) (AtABCB27) (Aluminum tolerance-related ATP-binding cassette transporter) (Antigen peptide transporter-like 2) (Transporter associated with antigen processing-like protein 2) (AtTAP2)	ABCB27 ALS1 TAP2 At5g39040 MXF12.50	ABCB27	ALS1 TAP2	At5g39040	MXF12.50	Arabidopsis thaliana (Mouse-ear cress)
Q10419	Q10419	MESE_LEUME	Mesentericin Y105 secretion protein MesE	mesE	mesE				Leuconostoc mesenteroides
Q10585	Q10585	SPD1_SCHPO	S-phase delaying protein 1 (Protein p14)	spd1 SPAC29B12.03	spd1			SPAC29B12.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
Q10902	Q10902	NHR2_CAEEL	Nuclear hormone receptor family member nhr-2	nhr-2 C32F10.6	nhr-2			C32F10.6	Caenorhabditis elegans
Q10981	Q10981	FUT2_HUMAN	Galactoside 2-alpha-L-fucosyltransferase 2 (EC 2.4.1.69) (Alpha(1,2)FT 2) (Fucosyltransferase 2) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2) (SE2) (Secretor blood group alpha-2-fucosyltransferase) (Secretor factor) (Se)	FUT2 SEC2	FUT2	SEC2			Homo sapiens (Human)
Q10993	Q10993	CYTB_HELAN	Cysteine proteinase inhibitor B (Cystatin-B) (SCB)						Helianthus annuus (Common sunflower)
Q11117	Q11117	LMP1_CAEEL	LAMP family protein lmp-1	lmp-1 C03B1.12	lmp-1			C03B1.12	Caenorhabditis elegans
Q11206	Q11206	SIA4C_HUMAN	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 (Alpha 2,3-ST 4) (Beta-galactoside alpha-2,3-sialyltransferase 4) (EC 2.4.99.-) (Alpha 2,3-sialyltransferase IV) (Gal-NAc6S) (Gal-beta-1,4-GalNAc-alpha-2,3-sialyltransferase) (SAT-3) (ST-4) (ST3Gal IV) (ST3GalIV) (ST3GalA.2) (STZ) (Sialyltransferase 4C) (SIAT4-C)	ST3GAL4 CGS23 NANTA3 SIAT4C STZ	ST3GAL4	CGS23 NANTA3 SIAT4C STZ			Homo sapiens (Human)
Q11208	Q11208	PARP_SARPE	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.30) (NAD(+) ADP-ribosyltransferase) (ADPRT) (Poly[ADP-ribose] synthase)						Sarcophaga peregrina (Flesh fly) (Boettcherisca peregrina)
Q12000	Q12000	TMA46_YEAST	Translation machinery-associated protein 46 (DRG family-regulatory protein 1)	TMA46 DFRP1 YOR091W YOR3160w	TMA46	DFRP1	YOR091W	YOR3160w	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12008	Q12008	PMG2_YEAST	Phosphoglycerate mutase 2 (PGAM 2) (EC 5.4.2.11) (BPG-dependent PGAM 2) (MPGM 2) (Phosphoglyceromutase 2)	GPM2 YDL021W D2835	GPM2		YDL021W	D2835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12031	Q12031	ACEB_YEAST	Mitochondrial 2-methylisocitrate lyase (Methylisocitrate lyase) (EC 4.1.3.30)	ICL2 YPR006C LPZ6C YP9723.06C	ICL2		YPR006C	LPZ6C YP9723.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12034	Q12034	SLF1_YEAST	Protein SLF1	SLF1 YDR515W D9719.20	SLF1		YDR515W	D9719.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12059	Q12059	ULA1_YEAST	NEDD8-activating enzyme E1 regulatory subunit (E1 N-terminus-related protein 2) (Ubiquitin-activating enzyme E1-like 1) (Ubiquitin-like activation protein 1)	ULA1 ENR2 YPL003W LPA14W	ULA1	ENR2	YPL003W	LPA14W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12062	Q12062	AFLK_ASPPU	Versicolorin B synthase (EC 4.2.1.143) (5'-oxoaverantin cyclase) (EC 4.2.1.142) (Aflatoxin biosynthesis protein K)	aflK vbs P875_00052980	aflK	vbs		P875_00052980	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)
Q12102	Q12102	CFT2_YEAST	Cleavage factor two protein 2 (105 kDa protein associated with polyadenylation factor I)	CFT2 YDH1 YLR115W L2946	CFT2	YDH1	YLR115W	L2946	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12114	Q12114	CHS5_YEAST	Chitin biosynthesis protein CHS5 (Protein CAL3)	CHS5 CAL3 YLR330W L8543.18	CHS5	CAL3	YLR330W	L8543.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12140	Q12140	BSC1_YEAST	Bypass of stop codon protein 1	BSC1 YDL037C D2734	BSC1		YDL037C	D2734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12158	Q12158	SCC1_YEAST	Sister chromatid cohesion protein 1	MCD1 PDS3 RHC21 SCC1 YDL003W YD8119.04	MCD1	PDS3 RHC21 SCC1	YDL003W	YD8119.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12285	Q12285	MDY2_YEAST	Ubiquitin-like protein MDY2 (Golgi to ER traffic protein 5) (Mating-deficient protein 2) (Translation machinery-associated protein 24)	MDY2 GET5 TMA24 YOL111C	MDY2	GET5 TMA24	YOL111C		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12289	Q12289	CRC1_YEAST	Mitochondrial carnitine carrier	CRC1 YOR100C YOR3193C	CRC1		YOR100C	YOR3193C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12416	Q12416	WHI5_YEAST	G1-specific transcriptional repressor WHI5	WHI5 YOR083W YOR3116W	WHI5		YOR083W	YOR3116W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12476	Q12476	AIR2_YEAST	Protein AIR2 (Arginine methyltransferase-interacting RING finger protein 2)	AIR2 YDL175C	AIR2		YDL175C		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12508	Q12508	RMD5_YEAST	Sporulation protein RMD5 (Glucose-induced degradation protein 2) (Required for meiotic nuclear division protein 5)	RMD5 GID2 YDR255C YD9320A.05c	RMD5	GID2	YDR255C	YD9320A.05c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12511	Q12511	PDP1_YEAST	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Phosphatase two C protein 5) (Protein phosphatase 2C homolog 5) (PP2C-5) (Protein phosphatase of PDH protein 1) (Pyruvate dehydrogenase complex phosphatase 1) (PDC phosphatase 1)	PTC5 PPP1 YOR090C YOR3157C	PTC5	PPP1	YOR090C	YOR3157C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12564	Q12564	CHSA_AMPQU	Chitin synthase A (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase A) (Class-I chitin synthase A)	CHSA	CHSA				Ampelomyces quisqualis
Q12679	Q12679	GUNA_ASPKW	Endoglucanase A (EC 3.2.1.4) (CMCase-I) (Carboxymethylcellulase) (Cellulase A) (Endo-1,4-beta-glucanase A)	cekA AKAW_05147	cekA			AKAW_05147	Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi)
Q12745	Q12745	SEC39_YEAST	Protein transport protein SEC39 (Dependent on SLY1-20 protein 3)	SEC39 DSL3 YLR440C	SEC39	DSL3	YLR440C		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12753	Q12753	HAA1_YEAST	Transcriptional activator HAA1	HAA1 YPR008W LPZ8W YP9531.01 YP9723.08	HAA1		YPR008W	LPZ8W YP9531.01 YP9723.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q12778	Q12778	FOXO1_HUMAN	Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma)	FOXO1 FKHR FOXO1A	FOXO1	FKHR FOXO1A			Homo sapiens (Human)
Q12800	Q12800	TFCP2_HUMAN	Alpha-globin transcription factor CP2 (SAA3 enhancer factor) (Transcription factor LSF)	TFCP2 LSF SEF	TFCP2	LSF SEF			Homo sapiens (Human)
Q12879	Q12879	NMDE1_HUMAN	Glutamate receptor ionotropic, NMDA 2A (GluN2A) (Glutamate [NMDA] receptor subunit epsilon-1) (N-methyl D-aspartate receptor subtype 2A) (NMDAR2A) (NR2A) (hNR2A)	GRIN2A NMDAR2A	GRIN2A	NMDAR2A			Homo sapiens (Human)
Q12888	Q12888	TP53B_HUMAN	Tumor suppressor p53-binding protein 1 (53BP1) (p53-binding protein 1) (p53BP1)	TP53BP1	TP53BP1				Homo sapiens (Human)
Q12923	Q12923	PTN13_HUMAN	Tyrosine-protein phosphatase non-receptor type 13 (EC 3.1.3.48) (Fas-associated protein-tyrosine phosphatase 1) (FAP-1) (PTP-BAS) (Protein-tyrosine phosphatase 1E) (PTP-E1) (hPTPE1) (Protein-tyrosine phosphatase PTPL1)	PTPN13 PNP1 PTP1E PTPL1	PTPN13	PNP1 PTP1E PTPL1			Homo sapiens (Human)
Q12929	Q12929	EPS8_HUMAN	Epidermal growth factor receptor kinase substrate 8	EPS8	EPS8				Homo sapiens (Human)
Q12955	Q12955	ANK3_HUMAN	Ankyrin-3 (ANK-3) (Ankyrin-G)	ANK3	ANK3				Homo sapiens (Human)
Q12959	Q12959	DLG1_HUMAN	Disks large homolog 1 (Synapse-associated protein 97) (SAP-97) (SAP97) (hDlg)	DLG1	DLG1				Homo sapiens (Human)
Q13009	Q13009	TIAM1_HUMAN	T-lymphoma invasion and metastasis-inducing protein 1 (TIAM-1)	TIAM1	TIAM1				Homo sapiens (Human)
Q13042	Q13042	CDC16_HUMAN	Cell division cycle protein 16 homolog (Anaphase-promoting complex subunit 6) (APC6) (CDC16 homolog) (CDC16Hs) (Cyclosome subunit 6)	CDC16 ANAPC6	CDC16	ANAPC6			Homo sapiens (Human)
Q13094	Q13094	LCP2_HUMAN	Lymphocyte cytosolic protein 2 (SH2 domain-containing leukocyte protein of 76 kDa) (SLP-76 tyrosine phosphoprotein) (SLP76)	LCP2	LCP2				Homo sapiens (Human)
Q13099	Q13099	IFT88_HUMAN	Intraflagellar transport protein 88 homolog (Recessive polycystic kidney disease protein Tg737 homolog) (Tetratricopeptide repeat protein 10) (TPR repeat protein 10)	IFT88 TG737 TTC10	IFT88	TG737 TTC10			Homo sapiens (Human)
Q13111	Q13111	CAF1A_HUMAN	Chromatin assembly factor 1 subunit A (CAF-1 subunit A) (Chromatin assembly factor I p150 subunit) (CAF-I 150 kDa subunit) (CAF-I p150) (hp150)	CHAF1A CAF CAF1P150	CHAF1A	CAF CAF1P150			Homo sapiens (Human)
Q13136	Q13136	LIPA1_HUMAN	Liprin-alpha-1 (LAR-interacting protein 1) (LIP-1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1) (PTPRF-interacting protein alpha-1)	PPFIA1 LIP1	PPFIA1	LIP1			Homo sapiens (Human)
Q13153	Q13153	PAK1_HUMAN	Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK)	PAK1	PAK1				Homo sapiens (Human)
Q13185	Q13185	CBX3_HUMAN	Chromobox protein homolog 3 (HECH) (Heterochromatin protein 1 homolog gamma) (HP1 gamma) (Modifier 2 protein)	CBX3	CBX3				Homo sapiens (Human)
Q13201	Q13201	MMRN1_HUMAN	Multimerin-1 (EMILIN-4) (Elastin microfibril interface located protein 4) (Elastin microfibril interfacer 4) (Endothelial cell multimerin) [Cleaved into: Platelet glycoprotein Ia*; 155 kDa platelet multimerin (p-155) (p155)]	MMRN1 ECM EMILIN4 GPIA* MMRN	MMRN1	ECM EMILIN4 GPIA* MMRN			Homo sapiens (Human)
Q13203	Q13203	MYBPH_HUMAN	Myosin-binding protein H (MyBP-H) (H-protein)	MYBPH	MYBPH				Homo sapiens (Human)
Q13207	Q13207	TBX2_HUMAN	T-box transcription factor TBX2 (T-box protein 2)	TBX2	TBX2				Homo sapiens (Human)
Q13214	Q13214	SEM3B_HUMAN	Semaphorin-3B (Sema A(V)) (Semaphorin-V) (Sema V)	SEMA3B SEMA5 SEMAA	SEMA3B	SEMA5 SEMAA			Homo sapiens (Human)
Q13216	Q13216	ERCC8_HUMAN	DNA excision repair protein ERCC-8 (Cockayne syndrome WD repeat protein CSA)	ERCC8 CKN1 CSA	ERCC8	CKN1 CSA			Homo sapiens (Human)
Q13224	Q13224	NMDE2_HUMAN	Glutamate receptor ionotropic, NMDA 2B (GluN2B) (Glutamate [NMDA] receptor subunit epsilon-2) (N-methyl D-aspartate receptor subtype 2B) (NMDAR2B) (NR2B) (N-methyl-D-aspartate receptor subunit 3) (NR3) (hNR3)	GRIN2B NMDAR2B	GRIN2B	NMDAR2B			Homo sapiens (Human)
Q13227	Q13227	GPS2_HUMAN	G protein pathway suppressor 2 (GPS-2)	GPS2	GPS2				Homo sapiens (Human)
Q13283	Q13283	G3BP1_HUMAN	Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1)	G3BP1 G3BP	G3BP1	G3BP			Homo sapiens (Human)
Q13286	Q13286	CLN3_HUMAN	Battenin (Batten disease protein) (Protein CLN3)	CLN3 BTS	CLN3	BTS			Homo sapiens (Human)
Q13296	Q13296	SG2A2_HUMAN	Mammaglobin-A (Mammaglobin-1) (Secretoglobin family 2A member 2)	SCGB2A2 MGB1 UGB2	SCGB2A2	MGB1 UGB2			Homo sapiens (Human)
Q13309	Q13309	SKP2_HUMAN	S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/LRR-repeat protein 1) (p45skp2)	SKP2 FBXL1	SKP2	FBXL1			Homo sapiens (Human)
Q13310	Q13310	PABP4_HUMAN	Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)	PABPC4 APP1 PABP4	PABPC4	APP1 PABP4			Homo sapiens (Human)
Q13315	Q13315	ATM_HUMAN	Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated)	ATM	ATM				Homo sapiens (Human)
Q13330	Q13330	MTA1_HUMAN	Metastasis-associated protein MTA1	MTA1	MTA1				Homo sapiens (Human)
Q13336	Q13336	UT1_HUMAN	Urea transporter 1 (Solute carrier family 14 member 1) (Urea transporter, erythrocyte)	SLC14A1 HUT11 JK RACH1 UT1 UTE	SLC14A1	HUT11 JK RACH1 UT1 UTE			Homo sapiens (Human)
Q13370	Q13370	PDE3B_HUMAN	cGMP-inhibited 3',5'-cyclic phosphodiesterase B (EC 3.1.4.17) (CGIPDE1) (CGIP1) (Cyclic GMP-inhibited phosphodiesterase B) (CGI-PDE B)	PDE3B	PDE3B				Homo sapiens (Human)
